Product_id,Selling_Price
ACCDXFZXGQTBTM6N,3544.247391662501
NKCE9PFF3TT4KSQJ,7969.4425446625
BRAE6NZAZK77HXZK,906.6232530125002
NKCE4TV42BHDP63U,3427.2706647624996
AIREDGGD9RJPZGYW,5581.026346675005
PCSEDAPMHR2HNHWP,8324.9530269625
PACE95FMAFXHZB5C,4517.9763083125035
WATDG4KP445AV5XC,13579.342445112507
ACCE9EYRRNZYZUBG,562.4251919930362
ACCE8XZMAHNC8JVS,631.90704302625
SHOED5DCSTQKZCGF,3794.120557255536
NKCE64Z4NGBHNAY7,3519.6533436000004
PBXE8WQTZ5GA2YYQ,776.9452995000004
MUGEGZUMGYAPVSZH,4470.983517549999
PBXE4RB3Y3GXWPFV,727.983864255
PCSE2ZFDJJGFNHC7,678.5995052062498
CRTECN2QT5HKHZ8F,4729.076600375001
MUGEACY8Q7ZYSTN8,1485.049027075
ACCEGG9VGRMQGHRD,7268.374278225
PCSE76X48PVSDDVK,1085.7680857000003
PBXE6677X2D6UFZZ,5740.2704875750005
WCKEGGGD2TXHHTJC,306.57516767812507
NKCE7MMGF4PPGNA6,3675.152044197593
CRTECN2QYTPHK5YQ,4980.199275437499
OIDEJFCWMMR6JQBE,5622.6195423374975
WATE5HFY4MJX6CHD,5257.913300512497
DREE4FC4TAR8M5GN,1412.0936373449993
HACEGPF9DZVUZBFY,7866.552546300004
PBXE4Q7YF5KUYJYW,11402.471071312495
SHIED9YEH65NSA8N,10403.693181987499
WATDHMQJ68MVBRFV,13654.22891935
HMBEGWTFEV4TF2RH,3257.4146489125005
SHIE2FH7YTVDHFGT,3121.889630964555
CRTECN2QYRY2KWZF,4369.5853334124995
TSHEDJXPN4HNT2UP,6066.523765275
SHOECZH5WGBZHZES,2876.29093582768
NKCEDCT9MSAYG6H5,5401.890332362502
SOCEGGVYBTZPKXVP,4471.592565262499
PBXECARAQBCDSAZW,3421.238878282591
CAGDU85YDHP9ZJH7,2262.697253012501
TCVEHSMFEGNCAGYN,4999.238766724999
RNGEDAPFZ2GKRUER,719.0849850187502
CAGDY9Q7HSNDHGFC,3855.0906228750027
NKCECKHYZVHBQU9F,485.2323114056253
NKCDQSVCRH8W73GF,6717.9522762625
WATD9H76RKGUUZHY,14044.451987700004
NKCE5HYVDQVATMKF,1989.2201511250023
RNGE9GWMKVHGEYZG,4222.871372175001
SHOEAGUMMWFABHUT,3371.5173016999993
SWDEGZMPYQGNEBHG,5058.129406182588
TOPEFDXSHZPHCUAU,9291.484866825003
CAGDU85Y85GDJGUD,1127.7139629
CAGE4BQXK3FSTRRS,3324.9090418590195
CAGDZVGTV3SMMMBY,5285.781096137499
BEOEGXRVQPCKJHYC,3472.9426473249996
NKCE9YFBBYBM88DR,3279.390638130534
DREECZGZVWGQM23M,4150.7136733125
PBXECYF3YHWYG4UN,345.715811270625
WATEBG8FGBPUPKCV,5033.702026149999
SHIEEJG9RRDUH9XG,3303.740159487501
CRTECN2QXAPEWXSF,2666.2821483374996
BRAEE6YMSYPNCUX3,1277.20898645
WATE9MVXJXHZHEJU,3440.078772875
RNGDREYRQQGZAPQM,5653.580776987504
CTPEGGFSNDQFAAVE,3413.400383437499
NKCEF2RFAPHSHZZZ,4003.386996009017
TOPDYAZZG5NU7ZBZ,7151.773155000005
PBXE7QPWMSS5XGPZ,250.30992755062508
PCSECV3FHFAQ9T36,12037.051905559018
CRNEJB4NBT9BTM84,5098.8249713000005
TSHEHU5RFJCTJKBV,6967.4936704374995
DREECZJC3XBKGDZT,5464.991427300005
SUDEGGATGYXA9YBC,12431.063874399999
BRAE8WYHTVZMFFHS,5720.756771487502
SFFEGZBXTYFSYJQA,4261.409049124998
ACCEABVYXNHCT8UE,5382.9439897625
BWLE6SJE9PXGV6DD,998.0300014390175
NKCDYQ3RHYREHHYV,3870.4747821749997
NKCECDCRWDMZEH2Z,2960.3696007624994
SRTEH2F6HUZMQ6SJ,7201.349122112503
BRAE6KWFGZFXKPPB,3535.6566309750015
HACEJQY5FQRZZUGM,8464.803150575
CAGEYUXVF2FNARKD,3188.3306523375004
NKCE7M3QTHTCGVVF,4106.979272400001
TOPE8PBFNH9YNHFK,5061.267217799994
BRAEDQFRZS9QFYTQ,1407.3524396500002
HMBEJCMMQR2JHFVP,2079.2312818624996
ACCDRFVG52PHVRSK,7576.642712462497
NKCE7MBR4QRBASDQ,3267.397941400001
NKCDWBPZNZU5K2QZ,3490.746446477052
BRAE8HMQATXFHFGZ,3501.2927552375004
MUGEAGGKEGCPWWPN,3513.8594956500006
BKPEGXYWWJPETZZA,5255.998165049997
SGLEGBV6ZNUJNJS9,5976.866073150002
CAGEYUXVAKNKDUUV,6535.576404787501
NKCEDH9ANZGDAUWG,3171.485672636072
NKCE5EHJHS38BUWB,3477.076830793035
PBXE9YWGRFUQXHQH,12935.268565562503
SHIE3QDHP5RDGMZY,2718.702184543037
RNGE9HDVMPVBYPGJ,2296.8660552000015
SCHE4YSTCUUSJWCK,2054.1984491374988
SNDEGGTV9XERMGHH,7290.67169215
PBXE92XFUMB7QWY6,8414.990362625
CRTECN2QYK2R2PUS,4100.254535325
TOPEEEPVYHHF9HGW,1044.1902345124995
MUGE8F5RDEYMH4YH,3966.507771956162
NKCE52CSJ2GUY64G,1375.6131478749999
SHOE2K68QHZ3DWZF,3869.12787245
DREE9YJHZZHWHAU7,4042.0952540499993
NKCEACYSHS4MGKGY,12730.861935621519
CAGECT64KH6CZVMR,14190.8959026625
WATD9H76RG5FQT5Y,14266.113195625003
NKCE5UY97ACC9QAZ,501.41524915687506
LJGEG6UPBW8GKPRD,4612.935739200002
PBXEBFGFRM5797BZ,4550.7596451875015
RNGEAY8GRWYMYSAK,5088.8539716125
SHOEF9G8WTWGAAFB,4026.4308505059844
PBXE5ZJZSAC73ZED,8625.992812837503
NKCEYYX9HJWJXAA8,3507.7906664
CAGDTFSHTF6TRBFZ,4486.473694712499
PBXE6E6YDZDNVKQH,737.5219850499996
TROEGNQDQNGN99PJ,4469.008799949999
CRTECN2QXC68CTUM,6502.214604512498
CRTECN2QZNXTGGXG,5373.031711625
VANE4VND2XHZRCNT,939.8070753168747
NKCE8SESMHF2VSRM,3810.1661511860702
SHOEBYY4ZDWGQGEW,7715.311067050003
NKCEB7935AJSADGR,3860.9727414590184
SHIEBAXYS3FUTX8Z,6500.6635301000015
NKCE2YCPKAPWDH8C,2785.7917896965178
FABE92NVHZHSFHGT,3374.076209650001
SHIE93YGTRAV6XTW,5569.292630824999
CSOEGTPR39XZHZJY,4681.334320999999
WATE5HFYHPFHRCHY,4714.090123237498
BRAEBHCHY6VVRNRQ,1823.5660105749994
NKCE5QPMUZRQFDAZ,1869.4085011749994
NKCE9ABEE5HDWZSM,5954.8878559125
SHOEJCZ28JFRY9RR,5943.535418525003
PSLEAVTQQXEXZYYZ,4741.081319737498
SHOE66V8UMNGZKYM,978.7970181125002
SHIE5HBGWKWJWFRA,3753.840949100002
TOPE4HXDZHPR9K2C,1699.1999690750013
BRAEBCTWGWYRWXHC,4674.739761000001
TOPE6ZCJBVZY3HBH,4538.6307854125
CRNEG7BKMFFYHQ8Z,4698.785421312502
SHOE7DJBEPYGQPHF,3806.634296687499
ACCEHY86UG6B63AZ,4477.9136541875
BLBEJR23J2CTPFAU,6194.757271575002
ACCEEV5V5VD5DR9C,815.2126984312499
UMBEJZFHE285UEV2,6052.264159037498
SHOEBN3FFYG75P3D,3046.2040552749995
NKCEFGFURYNWH2DR,3938.5090148666072
ETHEJG7NW4M4AFCZ,6858.6378711125
SWSE9UH4KXCHZHRJ,3525.8472410465192
CRTECN2QZ7XUGBR6,4203.067163074999
BRAEDNX2NHZX5PKN,9405.174011557592
BRAE73KFJGNSP2NP,2109.5992054305366
MAHEDFPZVKF79JVQ,3954.1909128124994
NKCECRQY6MGHBPQ3,8799.219978562502
CRTECN2QYYWUXHRP,3192.5057154250003
CPCEKY4TKBYFE7PH,5484.9753927125
TOPEA8HNSZB8VGUR,2313.1523899375
TOPECJZ4ZDXQZB4A,5228.366715587501
SHIE92XGJHG4HH5E,6135.481171298573
CRTECN2QVSZXUG7X,4873.1217546375
BRAEBBYRUSRHZD34,7540.220844462504
IFPEE76BG92E5SVS,5717.850153375003
CAGEBZ7UGCZZHVTE,226.81192957124995
CAGE3GFTPMNXPZAG,1012.7145535532147
SWTEDX3KRCTNHUGY,5886.881552937501
BBAEFKXVXVM8SYZW,7265.5604165625
PENEGZ6RHFWHX7JX,1519.5851506374997
ETHEGFZFQT7ZCH3U,3069.698755562499
TOPEE2FFAXQGSUZH,5387.1211355000005
CRTECN2QWAGCHYGC,3869.7829233624993
SNDEJGWQSWNHXXA3,11732.710862343036
BHGEGTAVKNNCPUGG,13244.934893412501
BBAEGNUNHHZEYSPD,506.9467916868749
NKCEANMPZYMHYEA3,423.1946676049997
RNGE88Q9FH632SHU,1146.0915462600003
SNDE7PY9TG8P7YYR,809.2646734749999
SNDEHZQ7YZAHAZYP,4753.6140545
CRTECN2RDAKXQHYH,3573.5678052875023
SNDEAVZ4MSGYFBUD,1537.4553166425003
RTRDWBPC23ZAYMSE,10488.88266025902
PCSDYQEW5ZMFBVFQ,11181.917420400001
DREECZJBH8KGCZHT,8409.530676325001
CAGED654SQMMADH7,1932.499169312499
MFLEYGFH8PFBVRDG,5056.253226200001
SHIEBWNUURZ8BWDZ,4179.672714150003
BRAECTFYXKNAVFAN,5813.759852987501
BRAECBVGHCB2FN49,4802.015260737503
SHOEHX7CGSEMUENU,2650.8388171625006
CRTEB774NHSDW3DV,2395.9140130735723
VLBEGZ7SZFZBUGBZ,6083.283002199997
BRAEGJFXGYFPGHYG,4777.748765949999
ACCEGKG4S4B7QGGT,1918.8054191749993
BBAECKHYXGE3VJXB,1679.7327482250007
BBAEDVYSEN75YZZ7,6618.184654025
RTRDYZCGGJFBU6XM,3340.564514912502
CAGEBTJBB5X8GCF8,848.3276597306251
HLUEJQ3UVGNXSPZG,7736.674302905534
NKCE8RB5WSWKJPFR,3983.4002406499994
BRAEDFYYKNGBGPF3,6682.873954174999
SHIE2CAJP6XBWPU2,3789.117471343035
SHOE2GUJW6XNFG3W,688.6925769605357
TWCEJFXHGDSG5XZV,6764.449539312498
NKCE9Z2JYUYZ2JZ3,10427.547484712504
WATE54YZWYXR6Z7J,2471.4151381256215
SWTEEYFFFRWGKZR5,5780.345788037501
NKCE6NHRGQJHWFDK,4953.581924812503
NKCEYM3B6ZP3YSQQ,3666.720270809018
PAEE8AHWJWMDAXZU,7758.7141467249985
RTRDZK8XCUEKZDFZ,606.3181932618747
TOPEHZMHJHEMRDHY,3160.552770561072
NKCE9AZMPE3PJPEW,660.5571031443749
BRAEAR7WUYD3CZAT,2457.234902171519
BRAEG7AYZAQBS3EH,6235.524632824996
BRAEDQEEYYH4WRQK,4448.587876424999
BRAE4F8NCQJFTGEZ,5717.586692100001
MUGEACY87HUCUYCD,3733.4320953250003
BOTEDSEN9ZSFUUAQ,1097.189915927144
WATE3GEYE8JQT7WM,5813.1792736625
TOPEB96CYHMPMDKH,2613.3681420895546
NKCE5QGT7GFDSUZK,1902.4612243624997
VESEGZRVWZEYTVMG,6900.406168549998
SCHE4YSTHJSYEJHJ,2991.843944125
KLSEGT5ZUGR9FQXE,6219.74222199857
NKCE79CGHYMSS7GH,3287.7390430324986
JEAE8CZGJ8PGGHRQ,845.7732931799995
SHOEC8QGWFF2VXAN,3038.623341405536
SHIE6G75RNDQSGUQ,2023.581574625001
SHODZ5YHTEHZTR3V,4170.556991937499
ACCEKFVVZJMTYWPK,3901.054836817234
DRPEHGFFGQTXK3E3,2959.8344119999992
CRGE4XJBHZGHJYGU,7071.325092687499
NKCE9Q93F3HJYGZT,526.4623702735723
SNDEGJFV5J8CTGJV,8299.418010375
SUDEHYGUMT6UGYAR,3395.9127777624976
RNGE7M92HQECSUYG,6492.424120530535
TOPE7ZHYDE2MKNHF,4040.2520221
NKCEBHGBEABMWDKA,5438.658229312498
PACE7ZNHBP4FASAQ,2701.5674570055353
NKCE7A3XXTTBHHC6,3941.361501874999
WCKE2TFYTHBHTP5B,5166.634779762497
BRAEDTPDZSCRZCYG,5537.079363087496
SHOEBKEYSKS87GKG,3837.4281441666085
CAGDUGFYGG2KWWK7,10412.199372362495
SHODZDAE6FKCC8AH,578.35672533
SGLEGBV5STVHGKTD,5620.506828987497
RTREBVK9HX8XJH2T,337.29795962812494
PCSEAKVBGC7CJQZT,10510.574919287505
MATEB88T7MVJGSG5,5589.323963650003
WATDJYPXKHPPNGQK,7701.494989912499
BRAE8QNFFGWGG5MY,1901.4137086124992
NKCDWBPZZSYWKHE9,1965.8710524375
USGEJPQHT8YPZ7D8,3149.99112966652
NKCEFKBYHXQ8VVF8,457.780965616875
SHOE4JCEZDRSHC4S,3187.535909887501
ACCE9E2RT56M3GSU,4491.171598775
CRTECN2QXQGJ7JZD,3774.1873503041083
TOPEBS26V3JRYSF3,747.9046566018749
NKCECZNMRRVZ9YWF,270.938938456875
CAGE75QCGVXYV78T,3052.7356079686615
WATDG9F74GYWEH4U,1827.857414053125
BRAE3WVQPYSZ54FF,6851.794726484021
SWSEBHCP9JC4GQKT,4532.5507119250005
MUGEBJ7XAFVH25VD,2154.8547244124993
LJGEATZRDCFAJGYZ,5777.7065980375
BRAEBXRB8GFZ6HM6,4315.400424025
RNGEDAPFZWSSMHYW,1128.6485081175001
DREEHFABXP5AUZA8,5214.399637637498
RTRDFFYGJ4GNRSHQ,9780.092315212492
CBREFYM9TSSUHJSQ,2781.5085013625003
PBXE6EF4PSJX9WXH,4017.4953531
CRTEHSS9UZJZYMZD,420.532929301875
DRPEHYHG9YYHD2HH,4330.2900436875
CAGE9AGR4VWWTDY4,7770.819172325001
AVCEJCJQWBYMNPGU,2109.9553727625
BRAE7T3WADAJU4ZS,2060.2774797875
TPYEGGUFSKXJFYY5,6985.6179213999985
SUDEHYGU4GE9UCXJ,5659.350817324998
FABEB2TXH4MGQC2H,4935.041597487497
NKCE9G2BZAGKXPGY,4488.51438255
TOPE8H5DJWGAY2CD,9473.398005325007
BBAEGGF3HF3ZPBVG,1552.8808053125001
ACCEC87TREZYJJPE,6602.964365834018
DRPEHYHMEZHDYRK5,3837.191315725001
NKCE5VAAPVP5DGMZ,526.6220277862498
NKCEBZN92EJ7PDFH,3256.2467657249977
ACCDXFPYT58AGGAF,7116.5793827
MUGEGZUHX744RFEN,5616.519226225001
RNGE8Z3KSHGCMSCP,3153.654396884019
SHIEYZ3F3QWMYNEC,3220.935037112501
SHOEJCZ2JNGJSPEJ,7644.486591168663
CRTEB774RSGGQZ9U,3406.5986881250005
BRAE8AJZW5QBNWAZ,2262.7130942875015
CRTECN2QZ8CWZEFZ,5606.131666099999
SHIE9FMZAH4U4H6Z,442.75325860625014
CAGE68FFYRMDRF3X,8871.56780330902
NKCE3GNVPGUYY8AZ,3313.013906575001
PCSE4ZQ8TRUZDMEU,1286.1538134874997
PACEC89YGNYZCMC4,780.6245849874998
NKCE9YX24KHRDNHG,2985.4559968965177
FABE88MGUBPCQWR8,2494.0493910875
ACCEH74HAGTY6W8P,870.8426138493749
NKCECGVARVRMARSS,6531.501302724998
CRTECN2QZXFVEPGG,4148.346904689555
NKCEC8AZQUFGUXGH,2130.2421573625
SHOED6C5ZGCBKTP2,2726.7292631875
RTRD7HN3BBE7G9YT,3543.3183814999998
ACCEA8JPDNTF7NZN,1687.5610020543743
NKCEBHGBAFBCXXYC,969.1044843125003
PCSEC86VGEWVKHWZ,13745.33756835
SHOE3URGYEVZ55GD,2989.5408583
NKCE9PFFQHU7GTU7,9494.001847475
CRTECN2RCH9CG4SA,6033.290983880538
TSHEHU5RWUGEAJFE,5510.692299037498
PBXE92G5YEA7JAHZ,5108.831321049999
ACCE8XUCYRB9ATHZ,4295.509588212499
CRTECN2QWEDYMDNQ,621.6659786499997
PTPEYCF7GZU2T54E,2275.0546140625006
SHOEC9FZ3BAF7ASF,4188.249409925001
CAGE7DSFQGVEGHC8,6166.765892175001
SHODUMFYWTPDYNX6,5168.038009312499
ACCE6P3BBZD72UJ6,774.7866250893743
NKCEFG3CHGEHMRTD,3126.466402424999
RNGEDAKBYYVCFWZP,7536.7951459125015
TROEGZ65YHBQKG9T,5746.784670362498
BRAEDSKCXVNYXGA6,1561.1414501212498
NKCE9ZVGMHZVTF2D,4514.729422700001
WATDUKHHH4SQXDAK,5215.548799225
CAGE745BJ67RZCRR,2331.6350231749993
PCSEAKVBNSFWGBGE,1236.4235526749997
TSHEHV9TPRUBUENE,4548.4686743375005
SHOEY8RMVZV3UY3A,3906.8615109000007
TOPEGWUTW6GWYSBE,2258.724779075001
ACCDQDYBYVQZNHCH,8529.602464454108
MUGEBFGF6MDQGHBG,4098.144817000002
CAGE6HHHUHFQSAPW,483.05552095124995
RNGE7GVYAP66GRDD,4182.5348702374995
PBXE5SUCYEBBSFXJ,10413.934205599999
BRAEBBMQZBZHCFAJ,4467.382247025
BRAEAC839PBQV9KF,1109.9984954375
BRAEAW9HT2EUZD3X,2106.4847067249993
SHIE2QTSMSXF9QAH,3664.0402295840177
RTRD6FYYWFHEYJYE,4849.353999862502
CAGEFPY9ZSFFNVAW,9861.437221549999
ACCEGKTSGJEEVTZ4,1055.1265673405355
AIREDJCGZN2HKZHJ,3229.4677925625024
BRAEA5MZ8VZHNGGH,7632.214268162503
CRTECN2QX53WHTKZ,2750.84391215
JWSEBCY4HDWGJZBT,1545.2810466048215
BRAEB2ZTVYY3UKWA,1890.1215061999999
WATDZMBRPYAYTP4G,7208.309274600002
TOPE7WAUFEYYDXKG,10154.387657487498
TSHE4DTF53HPYMU4,4201.574987349999
BLAEE3YXZGWWT8UD,6363.272768734016
RNGE7M925YCWZZRR,6798.289267000003
BKPEGXWHXG4GZWET,1157.4977438840183
RTRE8GJUFNETVUMZ,5269.733367562503
SWTECXPHFVTHWJF7,11005.304507924991
SHIECKYBNNY2BNZD,4249.411856512501
WATE7GP3JZMFEGZG,10984.761409199999
CAGE68FFHZRTSZS5,4258.9409569875015
ACCEGYP2TMX2NUPH,5756.183924337505
NKCE9YFBBNJ82UVB,4145.947701099999
HMBDRUCNJSJQRRGC,6712.606609937504
CAGE3GFTQ3UHZ4TC,838.3760478787499
NKCDTAXF2EYZ7MP8,2948.37322375
LJGEYSUNTPQZG4ZG,966.1354198500003
TOPEGF4KEGGVMSXX,5338.741579412499
TSHECQKNFFER2ERM,3773.562890212498
PBXE9YWGTS7NGYKT,2130.5274076215164
WATDZ5HGXEYDHBWD,13032.005409087506
PRCDVFAFM2FPJBMZ,1739.6845931749995
PTPE2F33QGYXMHGW,3945.2558045375017
KRTEJCZ4M7FD3NJS,2727.418189934019
NKCEAPCYFBP4UJ3V,3100.9310007249996
CAGEBTJBRFGAUQQB,5142.024377
MUGEAGGKZFYBUMP9,2641.926754364553
ACCEAZCVGGGWZGKU,763.81924233
CRTECN2QVV7UJQNH,4899.7285336
NKCDXEGWS7VWXSEJ,2915.6940683875
NKCDY44FMPNQHFFN,1837.5476625294675
NKCE8JXS2AAKUGGD,3709.7500952124983
RNGE88FRWWZECGGM,6884.7404281375
BRAE7GU9K3E2PWGC,369.1785143643751
VASEHU9W3N9RDPGZ,7305.229783900002
PCSEC86VSX45XVZS,12771.604778012505
NKCE49ATF8BFHDVP,1519.6531263487504
KTAEHETVCXXZRXGK,10384.6694961125
KTAEHE9HAED4VUQB,5396.5885809375
PACE472CMNPGQY2W,2733.4893526875007
NKCEAPCYFTHYVARD,536.2716431793749
SHODPH4GZWVXE5RB,960.3185116106251
BRAEB3KBY393GUHA,10482.421044846518
BRAEB2S8RZZRXMT3,2309.464229099999
PCSEAH5WWRYGEVGZ,7457.414791068038
NKCEAVZ3C9CRDB6Z,350.232298468125
RTRDZTF9URF2UFPF,9343.496065862506
CAGE6HYJDNZJVADS,4631.591206975001
SWSEBHCPZGHMBKJY,3739.4539914750007
ACCDQGVSDZ92ZWGW,2952.3337911540184
NKCE4CSZUZWHUTFS,419.80427957812526
ACCEGKFHRFGN6XZB,853.8125402362505
BRAECGQ4GW73HJFV,991.6055732625006
CRTECN2QXZ9ETCGB,3731.516369400001
MUGE6A5HZUJ924WH,2511.049633475
BRAEE6YMK83RB9MZ,888.9694657818749
TMLED6G5MJQGNZHS,4586.4104393
NKCEFGFUZURHNH6R,2998.9711494999992
NKCE7ZPRQX9SBZXN,2390.0843447124994
VANE3KUFUXF2CVHU,5323.501464662498
NKCED6EYN4ZPK9AA,8206.027594937503
RNGEDF5HDGKZGA3T,1228.3549244343744
ACCEAZCVVFPBJAGB,1162.6593721818742
PBXEDCSE8CHTATYY,4564.202463399999
TOPEFYB6HRPPCD8R,6844.803227225003
RTRDTSBQW94HJ8VT,178.43272551000007
NKCEYGTGJ65HSJ9Y,2252.751876599999
NKCEFFFPGEJSTBJP,560.1610710080361
NKCDYASFYGXZESTM,3271.2363592499996
NKCE6SR4H3EHXWNA,3758.79481705
AUDCY8T7KPEG3ZZF,6048.4868674750005
NKCDWBPZCHZEYT7S,3401.0430234465166
NKCDYARBFFBQYKFH,3745.9543417000014
TOPEBZYTWUYMJXSG,5089.294891598574
DRPEG3ZH7GJFFZDM,5969.162758637499
SNDE6KNAQN3GFRQG,7484.760775812506
WFCEHYZMGJQWVVZU,5638.771973037499
ACCEGZ6BRBTGQWZY,4056.7416450465194
CRTECN2QXH4N9WZS,2793.0456996325884
PTPDZYCEDURXTYRF,2004.9255065750003
ARPEEMC95HMYAJNH,5463.185624912501
SFFEGKYYDWTZTEQC,4285.259475487501
PCSEC86VCFQYV6QG,6358.758415425002
BCHEHYMBZQ8ABUUY,1620.4530128999995
RNGE87FCQJ9GRKWZ,4888.425412
NKCE5ZHWX6Z8PBFH,2103.5545931125002
BRFEJYHNGYSX9T9D,2992.0953601715187
TOPE7ZHYQFFHPCBX,4623.617627900003
CAGED6YFBH8NZQM8,683.7697807893749
STREDF58JH3GQZF9,2668.2322685465174
BRAEA5MZDQKHUQCT,3302.7868845749995
MUGEBFGF6ZUHKH4C,616.2589145625002
CRTECYY4GFDJFKBD,4796.4351146875015
WATDZRZGZAM7HDGV,6452.969847658214
CRTEHSSCVTZ3DB72,1079.1386179481244
NKCDXZGUZKNYVXG9,11128.575640150626
TOPEBN6MZNGGZEMY,10945.529778112494
MUGEACY8VQRMM4FX,2387.6091904124996
NKCE5UY9HQTQ8TBG,7679.244777287502
SCHE4ZYTVE8DY5PP,3255.132330362499
RNGE9GWPJH9MMNWX,5742.869122275
CAGE8FG3CYVFG2GM,2739.615635162501
SHIEHXZMQPC4GT6F,1002.4676142530367
ACBEHDU9Z9DGZP9Z,5272.2265285250005
BRAE6KWFPZWJ2FHH,2068.5057254000008
TSHE8CAWEGE3CUPM,3677.885801912499
SHIE9J6PFGP9DZAH,4114.711089787501
CAGEYFZWNCKDDXXQ,1242.4436839068746
JCKEEABZDWF9VU7N,7095.751821137504
SOPEJ7SCRS3SKFGP,4368.255178537502
WATE9MVXHMTCFZSP,659.7224699325002
CRTECN2QXMXFUYRD,1451.6523192
RNGE96Y49HCWGUGH,1172.7406169619642
BRAE9RDQYNWZBYJF,2016.8782124000008
RTRECFHX3TDFD9SP,8203.207722725001
BRAE59YTMB36ZVFG,8110.194993862498
ACCEGZ6B9MYUTYST,6588.361814612498
SHIEF8DUHZJP8MVC,768.5910352368752
LJGEG52SCZ5WZBKZ,4542.613274675001
SHTECN9HDECRYPF8,6948.440780587502
CSKEH3JPF4EJVBSF,6810.896829437496
BRAEBBYRYT9WDJRQ,986.9973879250003
SFFEGGJYFJWAV4HV,3644.1519131465166
CBKEHGUY3GEHDSFY,5675.311985575002
NKCE73V3DADAVHDU,3964.3504867624993
TOPEGF6QDCGCHHXY,947.0210074743752
RNGE3YSWFWYYHNCA,5758.910448675
NKCE8HSQJQBPRSGY,6272.080343400001
CAGDU9C3QVCBMQKQ,3470.1843864375014
BRAEDQDFMNC6MQZW,1152.1380156281248
SHOECB92BGNGSZGZ,662.86827289125
DREEAVBXKQUUVJUT,4378.265921287496
WCKE2TFYZGPGDGGV,4277.0180011375
CAGE9AGRUGPHV5FM,6859.880386074998
BRAEBB6TT8GKVG8A,2181.4964461499994
CRTECN2QUCSMF4SX,2899.985957521518
BCHEHYUKDZZPZBH2,2389.270695775
BRAE8JUHJB794RZY,7454.553662487502
BRAE4DJMZCWYGDJU,4972.702606799998
GLSEJGVBRQMYV7NE,6874.601957675001
NKCE9Q93HRESPRBU,5902.403090600001
NKCECATQF8ZXGXJS,640.2181831524108
ETHEJG7NHGRFGHHK,9985.19957699777
NKCEASCZBAEB2Y63,2627.3213758625025
ACCDSY8ERUYRYSUA,1336.1849143368747
BRAEDH76V3J4FBWQ,6480.097551637502
HACEGPF9FJFJQU2R,752.2138874362504
ACCEGBTPV5PPBHVD,6039.060680212499
PCSEAH5WCDGS8YCZ,2706.304341049998
RTRDRUZCPNJ3MTAT,539.3613834056252
PBXE68H4WBX5AFCH,3244.1939748749987
RNGEHFDYHVSR3SMH,3034.383091762499
DREEDR97ZHGNPWFR,5463.965050400001
NKCE9ZGXGSETFAZU,2849.4842902215164
SWDEGU4MDSDGGJHN,1084.108462475
